case_name,geom_name,split,alt_kft,Re,M_inf,alpha_deg,beta_deg,CL,CD,CMy,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3
case_8988,geom_898,train,14.95,10220000.0,0.1217,7.501,0.0,0.289881063825,0.018962888903,-0.177107424079,124.6,100.2,291.9,1000.0,605.7,203.7,79.83,49.13,52.32,30.21
case_8989,geom_898,train,31.3,18430000.0,0.3165,16.28,0.0,0.634728143889,0.075280519477,-0.390971171883,124.6,100.2,291.9,1000.0,605.7,203.7,79.83,49.13,52.32,30.21
case_8990,geom_899,train,28.48,17800000.0,0.3508,3.462,0.0,0.156098097776,0.006519956937,-0.127944662118,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
case_8992,geom_899,train,3.638,16900000.0,0.09788,-4.096,0.0,-0.158863958002,0.006783384904,0.127060492955,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
case_8993,geom_899,train,32.86,822800.0,0.1423,-2.635,0.0,-0.099250731851,0.006964675092,0.079155432666,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
case_8995,geom_899,train,16.72,8914000.0,0.2995,5.872,0.0,0.255709898686,0.01143289801,-0.208602700118,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
case_8996,geom_899,train,39.41,3375000.0,0.2187,9.783,0.0,0.414225564236,0.023980830239,-0.336336486096,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
case_8997,geom_899,train,7.505,46660000.0,0.2524,19.58,0.0,0.815918285436,0.080916509645,-0.657556043076,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
case_8998,geom_899,train,21.49,16510000.0,0.4306,13.97,0.0,0.608670499215,0.045722455269,-0.49538215273,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
case_8999,geom_899,train,11.77,5861000.0,0.08162,-9.524,0.0,-0.378983996618,0.020864282636,0.303119596567,101.1,61.4,556.9,1000.0,588.7,272.9,61.73,58.69,53.49,39.87
case_9000,geom_900,train,14.66,22730000.0,0.3704,-0.1866,0.0,-0.008881128064,0.005435833353,0.006592385633,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9001,geom_900,train,18.56,19900000.0,0.284,3.618,0.0,0.187485126897,0.010158650755,-0.145411329853,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9002,geom_900,train,37.3,27150000.0,0.4817,19.43,0.0,1.019776208263,0.148494034045,-0.801465272556,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9003,geom_900,train,21.61,8097000.0,0.2493,-3.463,0.0,-0.176693951971,0.010305337264,0.136312954732,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9004,geom_900,train,3.454,12800000.0,0.3563,10.85,0.0,0.564515859364,0.048422370184,-0.439279269559,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9005,geom_900,train,30.04,965900.0,0.1427,-5.499,0.0,-0.278189927243,0.01845918957,0.214682397529,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9006,geom_900,train,26.8,10660000.0,0.112,13.12,0.0,0.666099226584,0.065569064296,-0.516968220323,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9007,geom_900,train,7.288,30850000.0,0.1983,7.303,0.0,0.374366753705,0.023839937719,-0.290028012602,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9008,geom_900,train,34.31,3346000.0,0.09233,14.63,0.0,0.740953765692,0.080978942408,-0.575689746406,194.7,158.2,235.3,1000.0,771.2,195.7,84.99,43.88,59.36,27.14
case_9010,geom_901,train,39.43,12560000.0,0.3456,5.417,0.0,0.309992293715,0.012517668088,-0.244652842144,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9011,geom_901,train,18.95,9909000.0,0.08029,8.315,0.0,0.450714224411,0.02182986923,-0.353055552618,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9012,geom_901,train,35.52,992700.0,0.1642,-2.596,0.0,-0.125810187979,0.007850785883,0.096686078792,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9013,geom_901,train,23.89,5170000.0,0.09827,-7.229,0.0,-0.368393398216,0.017002596113,0.284490392205,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9014,geom_901,train,2.144,13960000.0,0.3748,18.36,0.0,1.017297196994,0.093836396428,-0.792577489174,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9015,geom_901,train,12.76,19430000.0,0.4188,14.68,0.0,0.831947819486,0.063322177495,-0.652981586761,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9016,geom_901,train,29.48,22980000.0,0.2897,12.82,0.0,0.706549419572,0.046885192068,-0.553671409628,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9017,geom_901,train,27.41,34840000.0,0.4971,-5.723,0.0,-0.315598049201,0.012566698519,0.246024340348,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9019,geom_901,train,7.46,14690000.0,0.2335,2.211,0.0,0.130889022725,0.005863416594,-0.103949309184,138.8,116.6,681.4,1000.0,665.8,206.8,66.83,47.85,53.35,24.33
case_9020,geom_902,train,22.84,16200000.0,0.1734,10.26,0.0,0.592120009271,0.035557370437,-0.451994328302,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9021,geom_902,train,27.31,1837000.0,0.2793,-6.168,0.0,-0.342788036129,0.017229356557,0.258668211608,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9022,geom_902,train,13.73,18230000.0,0.2499,1.425,0.0,0.09138166403,0.00579864846,-0.070870536831,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9023,geom_902,train,28.09,30690000.0,0.3203,6.958,0.0,0.413111029557,0.019342852988,-0.316156999358,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9024,geom_902,train,4.026,50030000.0,0.4558,16.61,0.0,1.005573447282,0.093052072545,-0.772079182956,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9025,geom_902,train,33.61,1222000.0,0.05591,-7.832,0.0,-0.42798343077,0.023503446552,0.322328536756,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9026,geom_902,train,3.175,25470000.0,0.1945,3.733,0.0,0.221762122965,0.009064765935,-0.169912305677,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9028,geom_902,train,39.18,19480000.0,0.3705,19.97,0.0,1.174947352344,0.127911157086,-0.897277515589,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9029,geom_902,train,10.72,2731000.0,0.09507,-2.39,0.0,-0.124395347293,0.007923993418,0.092926829501,175.2,96.75,578.8,1000.0,757.8,270.8,63.95,49.06,45.41,29.28
case_9031,geom_903,train,10.3,58980000.0,0.4509,-0.8432,0.0,-0.039972981139,0.004189338953,0.035873981647,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9032,geom_903,train,22.79,17300000.0,0.3746,10.53,0.0,0.538980931048,0.038099251856,-0.493382226317,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9033,geom_903,train,27.33,32660000.0,0.3328,4.207,0.0,0.216800880363,0.009644123421,-0.199054103867,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9034,geom_903,train,3.934,41900000.0,0.2349,-7.306,0.0,-0.358489160261,0.019066973093,0.325242360695,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9035,geom_903,train,16.37,2755000.0,0.06599,13.93,0.0,0.683026006536,0.060171717533,-0.620158069802,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9036,geom_903,train,33.61,6439000.0,0.1844,17.54,0.0,0.860197059324,0.092111081362,-0.779039775849,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9037,geom_903,train,5.975,4282000.0,0.1099,-3.591,0.0,-0.172940927276,0.008991944579,0.15663390055,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9038,geom_903,train,30.18,11880000.0,0.2027,5.823,0.0,0.292742702219,0.014661049156,-0.267687551178,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9039,geom_903,train,37.38,2257000.0,0.4908,-5.448,0.0,-0.28157939035,0.015140052345,0.257844380712,149.2,150.3,398.2,1000.0,653.1,262.5,87.42,56.07,56.8,30.72
case_9040,geom_904,train,28.5,11520000.0,0.2935,-1.76,0.0,-0.088372228044,0.005557792759,0.089704574913,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9041,geom_904,train,8.47,21870000.0,0.165,8.991,0.0,0.484739091219,0.026293690625,-0.500785236987,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9042,geom_904,train,33.94,16050000.0,0.3535,3.009,0.0,0.17221632212,0.007283057456,-0.180146043044,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9043,geom_904,train,36.93,1632000.0,0.1183,12.98,0.0,0.691626254421,0.051253548662,-0.711750641109,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9044,geom_904,train,19.26,13950000.0,0.3959,-5.497,0.0,-0.296458363548,0.012964019486,0.305109943491,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9045,geom_904,train,4.884,37880000.0,0.2308,19.06,0.0,1.012127518305,0.101887724813,-1.03185494105,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9046,geom_904,train,24.66,49280000.0,0.455,14.41,0.0,0.813487000811,0.065928606537,-0.843239826808,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9047,geom_904,train,3.814,2225000.0,0.4565,-0.1825,0.0,-0.002974194826,0.005938167181,0.00139822267,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9048,geom_904,train,22.57,4895000.0,0.06716,7.18,0.0,0.385810752914,0.019126098957,-0.398772873399,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9049,geom_904,train,15.91,12650000.0,0.2086,-8.819,0.0,-0.461702728518,0.025006294935,0.472475623972,134.8,192.0,553.3,1000.0,734.7,228.6,64.37,57.2,55.63,29.76
case_9050,geom_905,train,38.01,34120000.0,0.4946,13.11,0.0,0.668614978558,0.053368195735,-0.559073421306,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
case_9052,geom_905,train,33.36,3673000.0,0.05625,15.74,0.0,0.742369464546,0.067106387224,-0.612355608338,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
case_9053,geom_905,train,19.54,5769000.0,0.1116,-6.637,0.0,-0.30560395387,0.01541696543,0.250779943556,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
case_9055,geom_905,train,1.462,21710000.0,0.3284,4.674,0.0,0.233280613655,0.010098926426,-0.194772125303,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
case_9056,geom_905,train,22.72,5525000.0,0.4423,5.507,0.0,0.2812686749,0.01355666678,-0.235571408571,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
case_9057,geom_905,train,11.63,8982000.0,0.3044,-1.674,0.0,-0.074466628252,0.005309784198,0.060630447333,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
case_9058,geom_905,train,31.71,13350000.0,0.1838,0.2687,0.0,0.018958173552,0.004482152593,-0.016781767252,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
case_9059,geom_905,train,24.61,11400000.0,0.2102,8.137,0.0,0.394044064393,0.021622050643,-0.327535029897,108.5,151.9,501.3,1000.0,814.3,261.4,72.09,41.44,59.88,31.21
case_9060,geom_906,train,22.96,15840000.0,0.1836,0.4771,0.0,0.0372821397,0.005074315585,-0.04019247745,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9061,geom_906,train,30.6,5673000.0,0.2142,17.79,0.0,1.057376869781,0.096011181413,-1.074879626057,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9062,geom_906,train,18.91,11180000.0,0.2499,16.63,0.0,0.996632439369,0.085156207089,-1.016161538894,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9063,geom_906,train,24.69,26850000.0,0.3716,5.055,0.0,0.321531738953,0.012729827842,-0.334341647805,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9064,geom_906,train,32.72,20170000.0,0.4147,-9.532,0.0,-0.581121690962,0.031954913862,0.595722906659,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9065,geom_906,train,4.066,4070000.0,0.3021,8.08,0.0,0.499338587234,0.025569192502,-0.516380609746,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9066,geom_906,train,11.0,9155000.0,0.06244,13.77,0.0,0.816177132844,0.058757408402,-0.834147233605,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9067,geom_906,train,36.65,4262000.0,0.4748,-2.338,0.0,-0.13935384641,0.00746604328,0.142815644497,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9068,geom_906,train,2.793,71060000.0,0.3535,2.937,0.0,0.189925176137,0.006948307071,-0.198199825211,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9069,geom_906,train,13.45,9170000.0,0.1245,-4.421,0.0,-0.253018204765,0.010560363398,0.258027701955,180.1,160.9,613.5,1000.0,625.0,276.2,82.62,58.65,50.08,26.0
case_9070,geom_907,train,11.59,24330000.0,0.1784,-8.533,0.0,-0.385747846131,0.024655487161,0.301660482045,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9071,geom_907,train,17.23,2491000.0,0.4478,-2.915,0.0,-0.136805718939,0.008313046156,0.107502156789,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9072,geom_907,train,5.429,9268000.0,0.2472,4.604,0.0,0.213892912906,0.011029253978,-0.168737684379,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9073,geom_907,train,38.02,8034000.0,0.3282,-6.456,0.0,-0.29734152733,0.016991770881,0.233219610235,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9074,geom_907,train,22.15,22620000.0,0.1874,15.03,0.0,0.683567530173,0.068594393702,-0.536823338809,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9075,geom_907,train,14.13,10550000.0,0.3107,9.508,0.0,0.442205474401,0.031329315852,-0.348624438572,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9076,geom_907,train,24.07,24310000.0,0.4589,19.95,0.0,0.933705424489,0.126073070693,-0.737252711223,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9077,geom_907,train,29.22,4655000.0,0.09571,-0.1079,0.0,-0.00308383153,0.005315462868,0.001899660796,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9078,geom_907,train,35.79,4943000.0,0.08982,13.34,0.0,0.604600975646,0.055317617379,-0.474787740596,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9079,geom_907,train,2.014,56370000.0,0.4013,5.054,0.0,0.240535351163,0.011707633768,-0.190310563513,130.6,197.7,311.1,1000.0,720.9,210.1,75.49,50.58,49.48,38.65
case_9080,geom_908,train,37.64,10940000.0,0.4549,-0.9189,0.0,-0.044054829401,0.00567245807,0.03483776922,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9081,geom_908,train,4.456,6550000.0,0.363,10.22,0.0,0.569409125207,0.036977868483,-0.468029435706,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9082,geom_908,train,21.71,16240000.0,0.2826,15.35,0.0,0.836517204497,0.073398458191,-0.683846378454,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9083,geom_908,train,0.4653,39950000.0,0.2249,5.21,0.0,0.288473660433,0.012600155367,-0.237107094508,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9084,geom_908,train,10.36,61510000.0,0.3732,-4.013,0.0,-0.213683775845,0.008889477371,0.173490191174,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9086,geom_908,train,34.35,4594000.0,0.08344,-9.071,0.0,-0.473747484299,0.028040351643,0.383513000268,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9087,geom_908,train,26.83,27870000.0,0.4609,18.15,0.0,1.017089787647,0.106117557439,-0.834219620271,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9088,geom_908,train,18.76,2460000.0,0.1671,11.02,0.0,0.597153868937,0.041050060594,-0.488812073253,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9089,geom_908,train,14.52,4729000.0,0.1106,-2.605,0.0,-0.131824336793,0.007802900544,0.10619531243,178.1,85.21,492.1,1000.0,677.8,250.3,82.82,50.33,51.85,38.94
case_9090,geom_909,train,38.05,13670000.0,0.2965,-7.241,0.0,-0.278378594421,0.017409665085,0.156634379477,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9091,geom_909,train,21.15,4984000.0,0.2741,6.791,0.0,0.265608164965,0.016685947942,-0.150488815089,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9092,geom_909,train,1.187,81570000.0,0.4281,0.3878,0.0,0.017588653503,0.003392725337,-0.01028737014,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9093,geom_909,train,13.0,8043000.0,0.1404,-5.896,0.0,-0.223111711396,0.012951304865,0.125291110222,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9094,geom_909,train,4.375,54130000.0,0.3431,14.68,0.0,0.573901082867,0.060511712581,-0.32693745618,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9095,geom_909,train,28.31,5576000.0,0.1176,-3.851,0.0,-0.144834477286,0.008214843328,0.081103860691,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9096,geom_909,train,10.92,1937000.0,0.2013,12.05,0.0,0.464680486229,0.042498476863,-0.26395307897,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9097,geom_909,train,33.05,1624000.0,0.07112,2.916,0.0,0.113256942915,0.007617254879,-0.064095463558,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9098,geom_909,train,19.99,32780000.0,0.4774,9.113,0.0,0.368844684742,0.026830183793,-0.209912981111,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9099,geom_909,train,27.09,37660000.0,0.3998,19.1,0.0,0.74642735852,0.1016227427,-0.42722717678,117.8,137.4,283.3,1000.0,591.5,213.3,67.36,40.59,45.88,38.82
case_9100,geom_910,train,27.31,15690000.0,0.4906,0.04345,0.0,0.013269626903,0.004699973721,-0.012164220934,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9101,geom_910,train,37.79,16820000.0,0.3084,4.454,0.0,0.256595120515,0.010183078043,-0.201125435635,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9102,geom_910,train,6.511,13040000.0,0.09582,13.73,0.0,0.745479534243,0.053157481719,-0.57633029798,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9103,geom_910,train,29.69,4578000.0,0.3529,-2.344,0.0,-0.120385783112,0.006785332797,0.091770747054,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9104,geom_910,train,10.38,37400000.0,0.2296,8.057,0.0,0.44955838117,0.021481287563,-0.350162117169,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9105,geom_910,train,18.85,781000.0,0.06327,-4.702,0.0,-0.242582580058,0.012209136504,0.185785437238,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9106,geom_910,train,14.08,17910000.0,0.2301,6.94,0.0,0.38886585909,0.017484960908,-0.303289209335,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9107,geom_910,train,22.99,38850000.0,0.3788,17.54,0.0,0.980601223815,0.088182218443,-0.757784731599,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9108,geom_910,train,32.6,2936000.0,0.1467,14.95,0.0,0.811914683693,0.06335606583,-0.627163565108,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9109,geom_910,train,2.522,50460000.0,0.4369,-8.053,0.0,-0.445556733192,0.021321162392,0.343242047803,136.9,149.8,649.5,1000.0,739.2,275.0,89.77,42.78,43.92,34.62
case_9111,geom_911,train,35.82,3253000.0,0.4426,17.52,0.0,0.995751035565,0.087404507883,-1.131068113557,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
case_9112,geom_911,train,17.85,26310000.0,0.3336,-5.344,0.0,-0.290334084743,0.011447586912,0.329302394936,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
case_9113,geom_911,train,39.47,5227000.0,0.3778,2.566,0.0,0.154174339574,0.00728162563,-0.179764238357,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
case_9114,geom_911,train,15.34,22280000.0,0.1983,-9.184,0.0,-0.491989324318,0.02467738225,0.555355145099,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
case_9115,geom_911,train,25.16,28690000.0,0.3137,9.602,0.0,0.543080150644,0.02829171236,-0.622634554904,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
case_9116,geom_911,train,0.06901,1834000.0,0.05373,5.387,0.0,0.301245790483,0.013528921956,-0.346368859058,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
case_9117,geom_911,train,5.084,8472000.0,0.1181,13.21,0.0,0.72219783094,0.047900126756,-0.820107422124,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
case_9118,geom_911,train,31.46,14930000.0,0.1813,-3.807,0.0,-0.200143604436,0.0081214244,0.225801368486,135.3,197.9,651.0,1000.0,752.2,210.7,88.41,54.04,58.18,36.66
case_9120,geom_912,train,26.11,42180000.0,0.4862,11.7,0.0,0.62125685962,0.042885326688,-0.452920208186,124.2,98.26,565.7,1000.0,772.4,188.7,74.04,45.21,55.21,29.59
case_9121,geom_912,train,21.33,17070000.0,0.3681,5.091,0.0,0.266619498112,0.011481486626,-0.193981707706,124.2,98.26,565.7,1000.0,772.4,188.7,74.04,45.21,55.21,29.59
case_9122,geom_912,train,3.757,9430000.0,0.09973,3.185,0.0,0.163650486486,0.007410883621,-0.118935927348,124.2,98.26,565.7,1000.0,772.4,188.7,74.04,45.21,55.21,29.59
case_9123,geom_912,train,28.74,1603000.0,0.08679,-4.299,0.0,-0.19932299863,0.010138983029,0.142238993715,124.2,98.26,565.7,1000.0,772.4,188.7,74.04,45.21,55.21,29.59
case_9124,geom_912,train,39.82,579600.0,0.1936,-8.302,0.0,-0.395308751469,0.023062861091,0.282759866495,124.2,98.26,565.7,1000.0,772.4,188.7,74.04,45.21,55.21,29.59
case_9126,geom_912,train,34.6,12330000.0,0.2392,15.66,0.0,0.780573838509,0.067572192864,-0.565171243029,124.2,98.26,565.7,1000.0,772.4,188.7,74.04,45.21,55.21,29.59
case_9129,geom_912,train,4.944,33670000.0,0.1789,17.05,0.0,0.841684550652,0.077706953019,-0.608160769674,124.2,98.26,565.7,1000.0,772.4,188.7,74.04,45.21,55.21,29.59
case_9130,geom_913,train,36.43,11380000.0,0.4779,15.44,0.0,0.788421170893,0.061108841964,-0.908412487917,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9131,geom_913,train,23.05,23170000.0,0.3348,2.639,0.0,0.138327071978,0.005749531194,-0.162005180818,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9132,geom_913,train,14.61,5340000.0,0.2941,18.04,0.0,0.876807227493,0.075784838431,-0.996583243174,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9133,geom_913,train,1.515,86500000.0,0.446,-4.028,0.0,-0.196244059557,0.007039841369,0.224393351245,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9134,geom_913,train,11.36,14900000.0,0.178,5.204,0.0,0.259221543228,0.010281779231,-0.300196769994,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9135,geom_913,train,16.17,56890000.0,0.397,9.136,0.0,0.463983826866,0.02293541454,-0.536803966923,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9136,geom_913,train,28.57,4633000.0,0.194,-1.38,0.0,-0.059403185616,0.005345983891,0.065979075858,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9137,geom_913,train,25.36,7553000.0,0.09029,12.46,0.0,0.603402652625,0.037937769667,-0.691717666146,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9139,geom_913,train,4.507,220400.0,0.1048,-0.2805,0.0,-0.006089345161,0.007727632348,0.004724254641,120.7,176.0,594.2,1000.0,625.9,211.8,61.11,58.91,59.93,39.29
case_9140,geom_914,train,6.656,13920000.0,0.2056,18.46,0.0,0.957832976763,0.091777863156,-0.846214584591,142.8,114.1,584.5,1000.0,657.0,203.1,77.64,58.37,44.84,34.49
case_9141,geom_914,train,12.12,17400000.0,0.1261,-4.143,0.0,-0.204450981916,0.008537436913,0.180120190398,142.8,114.1,584.5,1000.0,657.0,203.1,77.64,58.37,44.84,34.49
case_9142,geom_914,train,25.99,19540000.0,0.3347,-2.073,0.0,-0.100668170134,0.005483961082,0.088320932827,142.8,114.1,584.5,1000.0,657.0,203.1,77.64,58.37,44.84,34.49
case_9143,geom_914,train,32.61,17450000.0,0.43,2.624,0.0,0.15218381154,0.00663546123,-0.137810980091,142.8,114.1,584.5,1000.0,657.0,203.1,77.64,58.37,44.84,34.49
